1stFlrSF,3SsnPorch,BldgType,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MasVnrArea,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Sale Price
1062,0,0,3,750,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,574,2,0,5,1,1993.0,1949,1,0,5,2,0,9938,4,80.0,3,161,0,5,20,90,4,7,2,0,1,1,4,0,1,8,1050,156,1993,1994,4,12.371591321286905
894,0,0,3,0,0,6,0,0,4,0,4,2,0,0,3,0,1,1,6,308,1,3,5,5,1962.0,894,0,2,2,3,0,6600,4,60.0,3,0,0,7,12,0,4,5,2,0,1,3,4,0,1,5,894,0,1962,1962,3,11.603688960617083
804,0,0,3,505,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,523,2,2,5,1,1998.0,1682,1,0,5,2,0,8750,4,70.0,3,70,0,5,5,77,4,6,2,0,1,1,4,0,1,7,804,0,1998,1998,4,12.208574513247495
910,0,0,0,0,0,6,0,0,4,1,2,2,0,150,3,0,4,1,6,414,2,3,5,1,1953.0,910,0,2,2,2,0,8892,0,74.0,3,0,0,9,12,0,6,5,2,0,1,1,4,0,1,5,105,196,1953,1996,2,11.661354090741
1036,0,0,3,375,0,5,0,0,4,1,2,2,0,0,2,1,1,1,6,288,1,3,5,1,1949.0,1268,0,2,2,3,0,12144,4,60.0,3,0,0,8,12,28,6,5,2,0,1,1,4,0,1,6,832,0,1949,1950,3,11.798111925972618
676,0,0,3,0,0,6,0,0,4,1,0,2,0,0,3,0,1,1,6,200,1,3,5,5,1941.0,1131,1,0,0,3,0,5720,4,52.0,3,0,0,7,17,0,5,5,2,0,1,1,0,0,1,5,676,26,1941,1950,3,11.104972264124868
1184,0,0,0,64,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,550,2,0,5,3,2007.0,2610,1,0,5,0,0,9000,4,75.0,3,0,0,7,21,364,4,8,2,0,1,1,5,0,1,11,1184,208,2007,2007,1,12.623064399210183
1040,0,0,1,633,0,0,1,0,4,1,2,2,0,0,3,0,2,1,6,648,2,3,5,1,1963.0,1040,0,2,2,3,1,25286,4,94.0,3,0,0,0,11,0,4,4,2,0,1,1,4,0,1,5,1064,0,1963,1963,1,11.792456911128632
1462,0,0,3,1170,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,738,3,0,5,1,2004.0,2224,1,0,5,0,0,8834,4,74.0,3,141,0,5,16,0,4,9,2,0,1,3,4,0,1,10,1462,184,2004,2005,3,12.765691290604371
1155,0,0,0,899,0,0,1,0,4,1,2,2,0,0,3,0,1,1,3,576,2,3,5,5,1987.0,1155,0,4,6,2,0,11782,4,88.0,0,0,400,5,19,0,6,5,2,0,1,1,4,0,1,6,1109,192,1961,1995,4,11.904974309480183
864,0,0,3,646,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,336,1,3,5,1,1978.0,864,0,0,2,3,0,7000,1,70.0,0,49,0,6,5,0,7,5,2,0,1,1,4,0,1,6,864,0,1978,2005,3,11.824087219587643
1090,0,0,3,980,0,0,1,0,0,1,2,2,0,0,3,0,2,1,6,450,2,0,5,1,2005.0,1090,1,2,2,3,0,7024,4,60.0,3,0,0,5,7,49,4,5,2,0,1,1,4,0,1,5,1090,0,2005,2006,1,11.964007453736912
1187,0,0,2,902,0,3,0,0,2,1,2,2,0,0,5,1,1,2,6,400,2,2,5,1,1990.0,1717,1,0,0,2,0,13758,1,44.0,0,71,0,3,23,36,4,7,2,0,1,1,4,0,1,7,1156,168,1990,1991,1,12.141539457711714
808,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,389,2,2,5,3,1993.0,1593,1,2,5,3,0,9636,0,65.0,0,0,0,11,8,40,4,6,2,0,1,1,4,0,1,7,808,342,1992,1993,3,12.08954444723597
954,0,0,3,0,0,6,1,0,4,0,2,2,0,0,3,0,2,1,6,440,1,3,5,5,1997.0,2230,0,4,3,3,0,6204,4,60.0,3,0,0,2,18,188,4,4,2,0,1,1,4,0,1,10,795,0,1912,1950,0,11.682676678340282
892,0,0,3,432,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,288,1,2,5,1,1967.0,892,0,4,2,3,0,7150,4,65.0,3,29,0,6,12,0,4,5,2,0,1,1,4,0,1,5,892,0,1967,1967,3,11.51293546492023
1709,0,4,0,1238,0,2,1,0,0,1,2,2,0,0,5,1,2,2,6,506,2,0,5,1,1999.0,1709,0,0,2,2,0,5119,1,50.0,0,29,0,0,21,65,4,9,2,0,1,1,0,0,1,5,1698,97,1999,2000,2,12.70351207261035
1712,0,2,3,528,0,3,0,0,4,1,2,2,0,0,3,0,1,2,6,588,2,0,5,1,2005.0,1712,0,0,2,3,0,8393,0,70.0,3,74,0,5,12,54,4,5,2,0,1,1,3,0,1,8,1626,272,1959,2005,0,11.884495917930655
872,0,0,3,0,0,6,0,0,4,1,2,2,0,0,3,0,2,1,6,300,1,3,5,1,1955.0,1393,1,4,0,3,0,16466,4,59.0,0,0,0,3,7,0,6,5,2,0,1,1,4,265,1,8,816,121,1955,1955,2,11.816734299348461
2217,0,0,1,351,823,0,1,0,4,1,2,2,0,0,5,1,2,2,6,621,2,3,5,1,1970.0,2217,0,0,2,2,1,15865,4,95.0,0,0,0,9,12,207,5,8,2,0,5,0,4,224,1,8,2217,81,1970,1970,1,12.498745990829315
1505,162,0,3,1024,0,1,1,0,4,1,1,2,0,0,5,1,1,1,6,505,2,2,5,1,1953.0,1505,0,0,2,3,0,12160,4,128.0,3,49,0,1,12,0,3,6,2,0,1,3,4,0,1,6,1505,0,1953,1953,3,11.915058360753719
672,0,0,2,0,0,6,0,0,4,1,0,2,0,0,4,1,1,1,6,576,2,3,5,5,2003.0,924,0,0,0,3,0,8064,0,60.0,3,0,2000,6,12,0,6,5,2,0,1,1,4,0,1,6,672,0,1949,2006,1,11.719134432217524
918,0,0,3,226,500,3,0,0,4,1,2,2,0,0,5,1,1,2,6,440,2,2,5,1,1978.0,1683,1,2,5,3,0,11184,4,70.0,3,50,0,6,19,0,4,6,2,0,1,3,4,0,1,7,918,243,1978,1978,3,12.058158312538197
1068,0,0,3,663,0,2,0,1,4,1,2,2,0,0,3,0,1,1,6,264,1,2,5,1,1963.0,1068,0,4,2,3,0,8414,4,70.0,3,0,0,1,19,0,7,6,2,0,1,3,4,0,1,6,1059,192,1963,2003,0,11.947955847790901
1383,0,0,2,1064,0,1,1,0,2,1,4,2,0,0,2,1,2,1,6,354,1,3,5,1,1954.0,1383,0,4,2,3,0,13284,4,71.0,3,0,0,5,19,116,4,5,2,0,1,1,4,0,1,6,1383,511,1954,1954,2,12.013706813470414
1535,0,2,4,0,0,4,0,0,3,1,2,2,0,0,3,0,3,2,6,400,2,3,5,1,1979.0,1535,0,4,2,3,0,7018,4,64.0,3,0,0,5,20,0,4,5,2,0,1,1,2,0,1,8,0,0,1979,1979,3,11.685693195625964
983,0,0,3,400,0,1,1,0,4,1,2,2,0,0,5,1,1,1,6,483,2,2,5,1,1963.0,1796,1,4,5,3,0,7056,4,71.0,3,244,0,9,12,50,4,6,2,0,1,3,4,0,1,8,780,0,1963,1963,2,11.849404844423074
951,0,0,3,285,0,0,0,0,4,0,2,2,0,0,3,0,0,1,6,327,1,3,5,5,1936.0,951,0,0,2,3,0,8765,4,50.0,3,0,0,3,9,28,5,4,2,0,1,1,0,0,1,6,951,0,1936,1950,0,11.575909653758895
1120,0,2,4,0,0,4,0,0,3,1,1,2,0,0,3,0,3,2,6,528,2,3,5,5,1979.0,2240,0,4,5,3,0,7018,4,64.0,3,0,0,5,20,0,4,5,2,0,1,1,2,0,1,12,0,154,1979,1979,3,11.870278179170796
2364,0,0,1,2188,0,2,1,0,0,1,2,2,0,0,2,2,2,2,6,820,3,0,5,1,2009.0,2364,1,0,2,0,0,12919,4,100.0,0,306,0,2,16,67,4,9,2,0,1,3,5,0,1,11,2330,0,2009,2010,4,13.323928581764989
1236,0,0,3,465,0,1,0,0,4,1,1,2,0,0,5,1,1,1,6,288,1,3,5,1,1961.0,1236,0,4,2,3,0,6993,4,65.0,3,0,0,5,19,0,6,5,2,0,1,1,4,0,1,6,912,0,1961,1994,0,11.813037464800539
858,0,0,3,322,0,0,0,0,4,1,2,2,0,0,3,0,1,1,6,684,1,3,5,5,1979.0,858,0,4,2,3,0,7340,4,73.0,0,0,0,5,12,0,5,4,2,0,1,1,4,0,1,4,858,0,1971,1971,1,11.608244735642321
1306,0,0,2,860,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,756,1,3,5,5,1968.0,1306,0,4,2,3,0,8712,4,64.0,0,0,0,4,12,0,6,5,2,0,1,3,4,0,1,5,992,0,1957,2000,3,11.938199736300925
807,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,393,2,0,5,1,2003.0,1509,1,0,5,2,0,7875,4,63.0,3,0,0,6,8,75,4,7,2,0,1,1,4,0,1,8,783,0,2003,2003,0,12.100717685412471
1670,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,690,3,2,5,1,2006.0,1670,0,0,2,2,0,14859,1,50.0,0,8,0,7,8,60,4,7,2,0,1,3,5,0,1,7,1670,144,2006,2006,0,12.388398368982115
902,0,0,3,599,0,2,0,0,4,1,2,2,0,0,3,0,1,1,6,288,1,3,5,1,1967.0,902,0,4,2,3,0,6173,4,71.0,0,39,0,7,19,0,5,5,2,0,1,1,4,0,1,6,876,0,1967,1967,1,11.74006900564972
1063,0,0,3,354,290,5,1,0,4,1,2,2,0,164,3,0,1,1,6,280,1,2,5,1,1954.0,1063,0,4,2,3,0,9920,4,80.0,3,65,0,1,12,0,4,5,2,0,1,1,4,0,1,6,1056,0,1954,1954,4,11.759793355371237
1636,0,0,3,63,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,865,3,2,5,1,2006.0,1636,0,0,2,2,0,13501,0,116.0,0,136,0,5,21,60,4,8,2,0,1,1,4,0,1,8,1623,0,2006,2006,1,12.449022745701502
1020,0,0,3,223,0,5,0,0,2,1,2,2,0,0,2,1,1,1,6,180,1,0,1,1,1936.0,2057,1,2,0,2,0,11500,4,86.0,0,0,0,5,6,0,6,7,2,0,1,1,4,322,1,6,1017,0,1936,1987,0,12.429220196836383
902,0,0,0,301,324,1,1,0,2,1,2,2,0,0,3,0,1,1,6,484,2,3,5,1,1983.0,902,0,4,2,3,1,8885,4,73.0,0,0,0,5,11,0,4,5,2,0,1,1,4,0,1,5,864,164,1983,1983,0,11.782960235741939
742,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,390,2,0,5,1,2005.0,1484,1,0,5,2,0,12589,4,149.0,1,0,0,5,8,24,4,6,2,0,1,1,4,0,1,8,742,36,2005,2005,3,12.066816325306588
1105,0,2,3,443,0,5,0,0,4,1,1,2,0,0,3,0,1,2,6,480,2,3,5,5,1960.0,2274,0,4,5,3,0,11600,0,80.0,3,225,0,0,12,0,4,5,2,0,1,1,4,0,1,12,1105,0,1960,1960,4,11.946660519211651
1268,0,0,0,196,0,0,0,0,2,1,2,2,0,0,3,0,1,1,6,252,1,3,5,5,1978.0,1268,1,4,2,2,1,9286,1,70.0,0,0,0,9,5,0,6,5,2,0,1,1,4,0,1,5,1268,173,1977,1989,3,11.874097282798648
1015,0,0,3,489,0,5,0,0,4,0,2,2,0,112,3,0,0,1,2,450,1,3,5,5,1925.0,1015,0,4,2,3,0,6120,4,51.0,3,0,620,6,3,0,6,5,2,0,1,1,0,120,1,6,768,0,1925,1950,0,11.385103457032141
1001,0,2,3,284,0,1,0,0,4,0,2,2,0,0,3,0,1,2,6,871,3,3,5,0,1949.0,2002,0,4,5,3,0,6270,4,82.0,3,0,0,7,6,0,5,5,2,0,1,1,4,0,1,8,1001,0,1949,1950,1,11.884495917930655
612,0,4,0,294,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,528,2,2,5,5,2009.0,1224,1,0,5,2,0,3000,4,30.0,3,40,0,5,21,234,4,6,2,0,1,1,5,0,1,4,612,0,2009,2009,3,12.065280672855897
546,0,3,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,1,6,286,1,3,5,1,1970.0,1092,1,1,5,3,0,2001,4,21.0,3,41,0,0,10,0,4,4,2,0,1,1,4,0,1,6,546,0,1970,1970,1,11.225256725762893
480,0,0,0,50,0,1,1,0,4,0,2,2,0,0,3,0,1,0,6,308,1,3,5,5,1958.0,480,0,4,2,3,0,9000,4,50.0,3,0,0,9,9,0,2,2,2,0,1,1,0,0,1,4,480,0,1949,1950,0,10.471978128496518
1229,0,0,3,1059,0,0,0,0,4,1,2,2,0,0,3,0,1,1,6,284,1,2,5,1,1956.0,1229,0,0,2,3,0,17140,4,65.5,3,0,0,3,7,0,5,4,2,0,1,1,4,0,1,6,1134,0,1956,1956,3,11.813037464800539
912,0,0,2,48,634,1,1,0,0,1,2,2,0,224,5,1,2,2,6,833,3,2,5,1,1991.0,2127,1,0,5,2,0,13125,0,103.0,0,0,0,10,20,192,4,7,2,0,1,1,4,0,1,8,1104,72,1991,1991,1,12.380030154325457
1414,0,0,3,528,411,0,1,0,2,1,2,2,0,0,5,1,1,1,2,601,2,3,5,1,1990.0,1414,0,0,2,3,0,11029,0,87.0,0,0,0,4,12,51,7,6,2,0,1,3,4,190,1,6,1184,0,1958,2002,2,12.081081821061819
936,0,0,3,814,0,2,0,1,2,1,2,2,0,0,3,0,2,2,6,471,2,2,5,1,1994.0,1721,1,0,5,2,0,8462,4,70.0,0,61,0,6,20,87,4,6,2,0,1,1,4,0,1,7,928,300,1994,1994,1,12.211065162153215
1272,0,2,3,1084,0,0,2,0,4,1,1,2,0,0,3,0,1,2,6,0,0,1,3,6,0.0,2200,2,2,0,3,0,8777,4,67.0,3,0,0,8,7,70,6,5,0,0,1,1,4,0,1,9,1272,0,1900,2003,2,11.890683588496984
1316,23,0,3,28,0,2,0,0,2,1,6,2,0,0,2,1,2,2,6,397,2,0,5,1,2005.0,1316,0,0,2,2,0,10237,4,65.0,3,0,0,9,8,0,4,6,2,0,1,1,5,0,1,6,1316,100,2005,2006,0,12.043500773454495
1617,0,4,3,165,841,3,1,0,2,1,2,2,0,0,1,1,2,2,6,533,2,2,5,1,1993.0,1617,0,0,2,2,0,8012,4,50.0,3,0,0,6,20,69,4,6,2,0,1,1,4,0,1,5,1604,0,1993,1994,2,12.170450649220749
1686,0,0,3,625,1061,1,1,0,2,1,2,2,0,0,5,1,1,2,6,612,2,3,5,1,1980.0,1686,0,4,2,3,0,10240,4,79.0,3,100,0,4,14,131,5,6,2,0,1,1,4,0,1,7,1686,384,1980,1980,0,12.242891437918386
1126,0,0,0,767,93,0,0,1,2,1,2,2,0,0,3,0,2,2,6,540,2,2,5,1,1977.0,1126,0,4,2,0,0,15611,0,80.0,0,0,0,2,14,0,5,5,2,0,1,1,0,0,1,6,1126,180,1977,1977,2,12.07254696717504
1234,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,656,3,0,5,3,2003.0,2374,1,0,5,0,0,11999,4,93.0,3,217,0,4,16,100,4,8,2,0,1,3,4,0,1,10,1181,104,2003,2004,1,12.560247968016562
1098,0,0,3,552,0,1,0,0,4,1,1,2,0,0,2,1,1,2,6,486,2,2,5,1,1968.0,1978,1,2,5,3,0,9900,4,80.0,3,218,0,3,14,43,4,7,2,0,1,1,4,0,1,9,832,0,1968,1968,2,12.07824495582233
1788,0,0,0,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,522,2,2,5,1,2001.0,1788,0,0,2,0,0,11838,4,70.0,3,0,0,5,5,151,4,8,2,0,1,3,4,0,1,7,1753,202,2001,2001,3,12.373707715234994
993,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,642,2,0,5,3,1997.0,2236,1,2,5,2,0,13006,0,65.0,0,185,0,10,8,0,4,7,2,0,1,1,4,0,1,8,964,0,1997,1997,0,12.310437165348775
1466,0,0,0,16,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,610,3,0,5,1,2007.0,1466,0,0,2,2,0,8925,4,73.0,0,0,0,6,23,18,4,8,2,0,1,1,4,0,1,7,1466,100,2007,2007,3,12.211065162153215
925,0,0,3,338,466,1,0,1,4,1,2,2,0,0,3,0,1,1,6,429,1,3,5,5,1965.0,925,0,0,2,3,0,9100,4,70.0,3,0,0,6,12,0,5,5,2,0,1,1,4,0,1,5,925,0,1965,1965,3,11.674202123168433
1905,0,0,3,0,0,6,0,0,0,1,8,2,0,0,2,1,2,2,6,788,3,0,5,1,2006.0,1905,0,0,2,0,0,11670,0,84.0,0,200,0,2,21,191,4,9,2,0,1,3,4,0,1,8,1905,0,2006,2006,1,12.676079399771027
1500,0,0,0,20,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,570,2,2,5,1,2004.0,1500,0,0,2,2,0,8487,2,63.0,3,138,0,7,5,36,4,7,2,0,1,1,4,0,1,6,1500,192,2004,2004,3,12.154784614286667
2069,0,0,1,425,0,2,1,0,2,1,3,2,0,0,2,1,1,2,6,505,2,2,5,1,1960.0,2069,0,0,2,2,1,27650,4,313.0,1,0,0,10,12,0,6,7,2,0,5,0,4,0,1,9,585,0,1960,2007,2,12.396697137361691
747,0,0,2,0,0,6,0,0,1,1,2,2,0,32,3,0,2,1,6,528,2,3,5,5,1953.0,747,0,2,2,3,0,5825,4,52.0,0,63,0,5,3,0,4,4,2,0,1,1,4,0,1,5,600,0,1926,1953,0,11.288543647320601
1200,0,0,3,833,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,555,2,2,5,1,2003.0,1200,0,0,2,2,0,10083,4,67.0,3,0,0,7,20,41,4,7,2,0,1,1,4,0,1,5,1176,0,2003,2003,3,12.127575825689417
1113,0,0,2,341,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,689,2,2,5,1,2005.0,1971,1,0,5,2,0,9675,4,75.0,3,0,0,1,21,48,4,7,2,0,1,1,4,0,1,8,1113,0,2005,2005,3,12.441148720271016
1391,0,0,2,464,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,868,3,2,5,1,2006.0,1962,1,0,5,2,0,8760,4,73.0,3,0,0,7,5,90,4,7,2,0,1,1,5,0,1,7,1391,0,2006,2006,0,12.387560521575551
1207,0,0,2,0,0,6,0,0,4,1,2,2,0,318,5,2,1,2,6,349,1,3,5,1,1940.0,2403,0,0,5,3,0,24090,4,80.0,3,0,0,5,4,0,6,7,2,0,1,1,4,0,1,10,1032,56,1940,1950,4,12.406565597924235
1728,0,2,1,936,396,5,0,0,4,1,2,2,0,0,3,0,1,2,6,574,2,3,5,1,1976.0,1728,0,4,2,3,0,12640,4,55.0,0,0,0,6,11,0,4,6,2,0,1,1,4,0,1,8,1728,40,1976,1976,0,11.924379271639218
1022,168,0,3,772,0,0,1,0,2,1,8,2,0,0,5,1,2,2,6,390,2,2,5,3,1999.0,2060,1,0,5,2,0,8755,2,65.0,0,197,0,5,8,0,4,7,2,0,1,1,4,0,1,8,992,0,1999,1999,3,12.273735966890268
1440,0,2,1,1440,0,2,2,0,2,1,2,2,0,0,3,0,2,2,6,0,0,1,3,6,0.0,1440,0,4,2,3,0,7711,4,42.0,0,0,0,7,7,0,2,4,0,0,1,1,0,0,1,8,1440,321,1977,1977,1,11.918397239722838
1632,0,2,0,0,0,6,0,0,4,1,2,2,0,0,3,0,1,2,6,576,2,3,5,1,1967.0,1632,0,4,2,3,0,25000,4,100.0,3,0,0,5,11,0,3,5,1,0,1,1,4,0,1,8,1632,0,1967,1967,1,11.870606902224587
1344,0,0,3,111,354,2,0,1,4,1,2,2,0,0,2,1,1,1,6,525,2,2,5,2,1958.0,1344,0,2,7,2,0,14375,1,85.0,0,278,0,0,23,118,5,6,2,0,1,1,0,233,1,7,819,0,1958,1958,3,11.83138646878959
1188,0,0,3,1088,0,3,0,0,4,1,2,2,0,244,3,0,0,1,6,456,2,3,5,5,1963.0,1869,0,4,0,3,0,8820,0,98.0,3,0,0,8,17,0,5,5,2,0,1,3,4,0,1,7,1088,48,1890,1996,3,11.735276702486741
1144,0,0,0,748,294,0,1,0,4,1,2,2,0,0,5,1,1,1,6,796,1,2,5,1,1959.0,1144,0,4,7,3,0,8163,4,70.0,3,79,0,2,12,0,5,5,2,0,1,1,4,0,1,6,1144,86,1959,1959,0,11.870606902224587
1629,0,0,0,1300,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,808,3,0,5,1,2002.0,1629,0,0,2,2,0,14536,4,85.0,3,154,0,10,23,252,4,8,2,0,1,3,4,0,1,9,1616,0,2002,2003,1,12.506180941677357
936,0,0,4,0,0,6,0,0,2,1,2,2,0,0,5,1,2,2,6,474,2,2,5,1,2002.0,1776,1,0,5,2,0,14006,4,65.0,0,89,0,1,5,96,4,7,2,0,1,1,4,0,1,7,936,144,2002,2002,0,12.167856627501678
1381,0,0,3,982,0,0,1,0,4,1,2,2,0,0,5,1,1,1,6,676,2,2,5,1,1972.0,1381,1,4,2,2,0,9360,4,78.0,3,0,0,2,14,0,6,6,2,0,1,3,4,0,1,5,1161,0,1972,2006,4,12.193498926601634
864,0,0,3,398,149,0,1,0,4,1,2,2,0,0,3,0,1,1,6,720,2,2,5,5,1980.0,864,0,2,2,2,0,7200,4,60.0,3,0,0,6,12,0,7,5,2,0,1,1,4,0,1,5,864,194,1950,2002,1,11.767575435251748
965,0,0,3,641,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,300,1,3,5,5,1979.0,965,0,2,2,3,0,7800,0,60.0,3,0,0,6,20,0,4,5,2,0,1,1,0,0,1,6,828,421,1965,1965,0,11.694421681264394
768,0,0,0,660,0,2,0,1,2,1,2,2,0,0,3,0,1,1,6,396,1,0,5,5,1974.0,768,0,2,6,3,0,7200,4,60.0,3,0,0,3,5,0,7,5,2,0,1,1,4,0,1,5,768,192,1972,2003,3,11.804855999911272
1168,0,0,0,562,193,0,0,1,4,1,2,2,0,0,4,1,1,2,3,530,2,2,5,1,1969.0,1968,1,0,5,3,1,11075,4,73.0,0,151,400,8,11,189,3,5,2,0,1,1,4,0,1,7,784,305,1969,1969,2,12.055255569732177
980,0,2,1,945,0,2,0,2,2,1,2,2,0,0,3,0,1,2,6,0,0,1,3,6,0.0,980,0,4,6,3,0,9400,1,35.0,0,164,0,9,7,0,4,6,2,0,5,0,1,0,1,4,945,0,1975,1975,0,11.755879486687116
979,0,2,3,484,0,5,0,0,2,0,2,2,0,0,3,0,1,2,6,492,2,3,5,1,1946.0,1958,0,4,5,3,0,7136,4,82.0,0,246,0,7,6,0,5,6,2,0,1,1,4,0,1,8,979,0,1946,1950,1,11.884495917930655
561,0,4,3,285,0,0,0,0,2,1,2,2,0,0,5,1,1,1,6,462,2,0,5,1,1980.0,1229,1,4,5,3,0,1300,4,24.0,3,0,0,4,1,0,5,6,2,0,1,1,4,0,1,5,561,150,1980,1980,3,11.728044909070785
1057,0,0,3,417,0,5,0,0,4,1,2,2,0,0,3,0,1,1,6,576,2,0,5,5,1977.0,1057,0,4,2,3,0,7420,4,70.0,3,0,0,3,19,0,4,5,2,0,1,3,4,0,1,6,1057,0,1962,1962,1,11.790564777297387
1337,0,0,2,699,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,531,2,2,5,1,2003.0,1337,0,0,2,2,0,8450,4,65.0,3,0,0,9,5,39,4,7,2,0,1,1,4,0,1,6,1337,0,2003,2003,1,12.128116509451258
696,0,3,3,604,0,0,1,0,2,1,2,2,0,0,3,0,2,2,6,484,2,3,5,5,1999.0,1416,1,0,5,2,0,2572,2,24.0,3,0,0,4,21,44,4,7,2,0,1,3,4,0,1,6,696,0,1999,1999,4,11.951186847493476
858,0,0,1,696,0,1,1,0,4,1,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,858,0,2,2,3,0,7207,4,50.0,0,0,0,1,3,0,6,5,2,0,1,1,4,0,1,4,858,117,1958,2008,4,11.665655135642039
1542,0,0,3,896,0,0,1,0,2,1,4,2,0,0,5,1,1,2,6,619,2,0,5,1,1977.0,2872,1,4,5,3,0,12227,0,80.0,0,247,0,6,14,282,6,6,2,0,1,1,4,0,1,11,1330,550,1977,1995,2,12.513561021741964
804,0,4,3,556,0,0,1,0,2,1,2,2,0,0,5,1,1,2,6,440,2,3,5,5,1976.0,1548,1,4,5,2,0,2308,0,24.0,3,0,0,6,13,0,5,6,2,0,1,1,4,0,1,7,804,48,1976,1976,1,11.951186847493476
1800,0,0,3,0,0,6,0,0,0,1,2,2,0,0,3,0,2,2,6,702,2,0,5,1,2007.0,1800,0,0,2,0,0,11923,0,122.0,0,0,0,4,5,136,4,9,2,0,1,1,4,0,1,7,1800,288,2007,2007,3,12.384223015005313
824,0,0,3,624,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,510,2,0,5,3,2002.0,1894,1,0,5,2,0,11316,0,80.0,3,19,0,1,23,40,4,7,2,0,1,1,4,0,1,8,817,0,2002,2003,4,12.277932735946903
783,0,0,3,0,0,6,0,0,2,1,6,2,0,0,2,1,2,2,6,393,2,0,5,1,2005.0,1484,1,0,5,2,0,10237,4,65.0,3,0,0,6,8,72,4,6,2,0,1,1,5,0,1,8,783,0,2005,2007,1,12.094587859196112
976,0,0,3,428,0,5,1,0,4,1,2,2,0,0,5,2,0,1,3,256,1,3,5,5,1940.0,1308,1,0,0,3,0,9600,4,130.0,0,0,0,5,6,70,6,5,2,0,1,1,4,0,1,7,728,0,1940,1950,3,11.982935344196433
1098,0,0,3,902,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,260,1,3,5,1,1955.0,1098,0,4,2,3,0,7390,4,73.0,0,96,0,6,12,0,6,5,2,0,1,3,4,0,1,6,1098,0,1955,1955,2,11.813037464800539
600,0,0,3,0,0,6,0,0,4,0,2,2,0,0,3,0,0,1,6,0,0,1,3,6,0.0,968,0,1,0,3,0,5925,4,50.0,3,0,0,4,17,0,5,3,2,0,1,1,0,0,1,6,600,0,1910,1950,3,10.542732775946709
1095,0,1,1,513,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,264,1,2,5,1,1958.0,1095,0,4,7,3,0,10382,4,75.0,3,61,0,2,12,0,4,6,2,0,1,3,4,0,1,6,588,0,1958,1958,0,11.849404844423074
720,0,0,3,0,0,6,0,0,4,0,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,1192,1,4,0,3,0,10800,4,60.0,3,0,0,11,12,0,3,4,2,0,1,1,0,0,1,6,720,0,1949,1950,0,11.813037464800539
764,0,3,3,567,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,474,2,2,5,3,2003.0,1626,0,0,5,2,0,2268,4,36.0,3,62,0,6,16,27,4,7,2,0,1,1,4,0,1,6,764,0,2003,2004,3,12.06105265381003
918,0,4,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,264,1,3,5,1,1979.0,918,0,4,2,3,0,7892,4,55.0,3,0,0,3,20,0,4,6,2,0,1,1,4,0,1,5,918,28,1979,1979,4,11.507922973347437
